ID,Leeftijd,Marges,RegioS,ErvarenGezondheidGoedZeerGoed_1,AngstOfDepressiegevoelensAfg4Wk_2,PsychischeKlachtenAfgelopen4Weken_3,EenOfMeerLangdurigeAandoeningen_4,Ondergewicht_5,NormaalGewicht_6,Overgewicht_7,MatigOvergewicht_8,ErnstigOvergewichtObesitas_9,VoldoetAanBeweegrichtlijn_10,WekelijkseSporters_11,Mantelzorger_12,ZwaarBelasteMantelzorgers_13,UrenMantelzorgPerWeek_14,Rokers_15,VoldoetAanRichtlijnAlcoholgebruik_16,OvermatigeDrinkersOnderBevolking_17
0,10000,MW00000,NL01  ,70.0,47.3,21.5,33.0,1.8,47.9,50.3,34.6,15.7,47.5,53.6,13.4,18.7,11.8,16.6,42.5,7.1
1,10000,MW00000,LD01  ,70.5,44.5,19.0,33.5,1.8,45.5,52.7,35.6,17.1,48.1,48.9,13.4,18.0,12.0,17.9,42.1,7.4
2,10000,MW00000,LD02  ,71.2,44.9,19.5,32.6,1.6,46.8,51.5,35.2,16.3,48.2,52.7,14.2,17.7,11.1,15.9,42.4,7.1
3,10000,MW00000,LD03  ,70.0,49.2,23.0,32.7,1.9,49.8,48.3,33.6,14.7,48.6,55.5,12.6,19.4,12.0,16.9,43.5,7.0
4,10000,MW00000,LD04  ,68.8,46.8,21.1,34.0,1.7,46.0,52.3,35.8,16.5,43.9,52.6,14.4,18.6,12.2,16.1,40.4,7.3
5,10000,MW00000,PV20  ,69.1,48.4,21.9,34.3,2.0,47.0,51.0,33.8,17.3,50.4,50.7,13.0,17.4,12.6,19.3,42.0,7.6
6,10000,MW00000,PV21  ,72.0,42.4,17.8,32.0,1.7,47.4,50.9,35.4,15.5,47.5,47.9,13.3,16.5,10.7,17.7,41.9,7.7
7,10000,MW00000,PV22  ,70.2,42.6,17.1,34.4,1.5,41.4,57.0,38.0,19.0,46.0,48.0,14.2,20.5,13.0,16.4,42.4,6.8
8,10000,MW00000,PV23  ,71.7,44.6,19.3,31.2,1.4,47.1,51.6,35.6,15.9,49.9,53.0,14.0,15.5,11.1,16.7,39.5,7.9
9,10000,MW00000,PV24  ,67.9,47.5,22.8,33.8,1.6,43.3,55.1,34.7,20.4,44.4,48.8,12.9,22.4,12.4,16.8,50.5,5.2
10,10000,MW00000,PV25  ,71.6,44.6,19.0,33.2,1.8,47.4,50.8,35.1,15.7,48.0,53.3,14.5,18.0,10.8,15.2,42.4,7.0
11,10000,MW00000,PV26  ,73.6,46.2,20.0,31.0,1.8,53.3,44.8,32.1,12.7,50.6,59.9,12.6,19.9,11.3,15.1,41.0,7.1
12,10000,MW00000,PV27  ,70.2,50.5,24.1,32.4,2.0,51.4,46.6,33.0,13.6,51.2,57.9,12.2,19.6,12.3,18.1,39.9,7.9
13,10000,MW00000,PV28  ,68.5,49.8,23.7,33.3,1.9,47.6,50.5,34.4,16.2,46.3,53.1,12.7,19.5,12.1,16.7,46.9,6.3
14,10000,MW00000,PV29  ,69.7,44.3,18.7,33.8,1.8,46.0,52.2,36.5,15.7,44.1,45.2,14.6,15.2,11.5,16.5,45.9,6.4
15,10000,MW00000,PV30  ,69.7,45.9,20.1,32.7,1.8,46.3,51.9,35.9,16.0,44.5,53.8,14.0,18.6,12.2,15.8,39.2,7.6
16,10000,MW00000,PV31  ,66.7,48.9,23.3,36.9,1.5,45.3,53.2,35.7,17.5,42.6,49.9,15.1,18.5,12.2,16.9,43.3,6.6
17,10000,MW00000,GM1680,73.2,41.9,15.1,34.2,1.9,39.9,58.2,39.3,18.9,48.2,52.6,13.6,14.1,9.3,12.0,41.5,5.5
18,10000,MW00000,GM0358,76.2,43.9,18.7,28.7,1.6,49.4,49.1,38.3,10.8,42.8,58.9,12.2,13.2,8.5,15.5,35.4,7.6
19,10000,MW00000,GM0197,72.6,42.7,15.8,29.7,2.0,43.8,54.2,36.5,17.7,46.3,49.8,16.7,14.5,10.9,16.6,36.7,9.3
20,10000,MW00000,GM0059,69.6,40.8,20.6,30.4,2.3,42.7,55.1,36.9,18.2,40.8,43.1,11.6,,,20.9,41.5,8.1
21,10000,MW00000,GM0482,71.0,48.2,20.4,33.5,1.0,46.1,52.9,34.7,18.2,42.4,42.8,14.9,20.3,13.1,15.3,52.3,5.5
22,10000,MW00000,GM0613,74.0,39.8,16.5,30.5,0.4,46.6,52.9,39.3,13.6,46.0,57.5,13.2,,,13.6,45.2,5.4
23,10000,MW00000,GM0361,67.7,48.3,21.5,36.2,1.9,51.1,47.0,32.3,14.7,52.0,58.9,13.2,21.0,11.9,15.8,38.5,7.2
24,10000,MW00000,GM0141,66.6,46.6,22.4,36.7,1.4,42.0,56.7,33.9,22.8,45.3,45.1,13.2,19.1,10.4,20.8,45.7,4.7
25,10000,MW00000,GM0034,66.2,51.6,25.9,33.9,1.5,43.7,54.9,32.0,22.8,43.4,48.0,12.9,28.8,11.9,17.4,52.4,5.4
26,10000,MW00000,GM0484,71.8,44.9,20.2,32.3,1.7,46.1,52.2,35.9,16.3,47.6,56.3,14.2,20.0,13.1,14.7,43.3,6.4
27,10000,MW00000,GM1723,74.2,41.3,14.1,30.4,1.3,51.5,47.2,34.7,12.6,40.7,54.3,16.6,15.9,9.5,11.4,34.0,7.4
28,10000,MW00000,GM1959,74.0,42.0,16.9,31.1,1.2,45.1,53.7,38.0,15.7,39.6,44.1,17.1,13.4,11.5,15.2,48.6,5.5
29,10000,MW00000,GM0060,73.5,45.0,22.2,27.1,1.4,42.7,56.0,44.1,11.8,64.7,41.6,15.2,,,19.9,41.9,10.6
30,10000,MW00000,GM0307,75.6,41.9,17.3,28.5,1.3,54.6,44.1,32.8,11.3,52.5,62.5,12.1,19.3,10.1,13.7,43.3,6.0
31,10000,MW00000,GM0362,71.9,52.0,23.2,31.9,2.1,54.1,43.8,32.4,11.4,46.4,56.1,13.1,24.7,12.9,14.3,46.3,6.7
32,10000,MW00000,GM0363,68.2,59.0,32.3,32.6,3.0,55.8,41.2,29.3,11.9,56.3,61.1,9.7,21.7,13.1,23.9,39.6,8.9
33,10000,MW00000,GM0200,70.8,45.7,18.4,32.8,2.3,45.0,52.7,36.3,16.5,49.0,54.0,16.3,14.5,10.5,16.0,44.3,6.7
34,10000,MW00000,GM0202,68.0,51.7,25.0,36.2,1.9,51.7,46.4,32.1,14.3,46.6,56.1,12.2,25.3,13.4,20.8,45.8,6.5
35,10000,MW00000,GM0106,68.0,45.1,19.1,35.4,0.8,46.9,52.3,35.0,17.3,44.7,49.0,14.4,23.1,13.3,16.4,47.8,4.3
36,10000,MW00000,GM0743,71.4,40.9,15.8,32.5,1.6,48.7,49.7,38.4,11.3,44.4,57.3,12.3,11.7,7.7,13.6,36.1,9.7
37,10000,MW00000,GM0744,67.0,45.9,16.9,30.2,0.8,43.6,55.6,34.6,21.0,40.8,46.3,14.9,21.2,12.4,11.7,37.0,6.0
38,10000,MW00000,GM0308,73.7,43.5,19.8,30.8,0.8,50.3,48.9,35.3,13.6,50.9,61.9,15.5,25.3,9.2,11.4,42.9,5.8
39,10000,MW00000,GM0489,72.7,46.4,23.5,32.5,1.2,43.6,55.2,40.0,15.2,40.3,53.3,12.4,19.6,10.1,11.8,45.3,4.5
40,10000,MW00000,GM0203,72.7,43.7,17.8,31.3,1.1,45.4,53.6,37.3,16.3,45.7,47.1,15.4,16.7,9.7,16.9,47.3,6.3
41,10000,MW00000,GM0888,66.4,45.4,20.9,37.8,1.9,42.0,56.1,38.5,17.6,45.2,52.1,16.0,22.2,12.3,13.1,46.8,5.0
42,10000,MW00000,GM1954,65.6,44.1,19.8,36.7,0.9,40.9,58.3,39.8,18.5,37.2,45.5,18.2,19.0,13.0,13.9,42.1,6.6
43,10000,MW00000,GM0889,65.5,44.0,19.0,38.4,1.8,43.2,54.9,38.9,16.1,42.3,48.0,19.2,17.6,11.1,13.9,42.0,6.8
44,10000,MW00000,GM1945,68.5,43.8,17.8,35.5,1.7,48.1,50.2,33.7,16.4,48.3,53.7,15.4,15.4,10.9,13.7,40.7,6.7
45,10000,MW00000,GM1724,72.1,38.5,18.9,33.6,0.8,46.2,53.0,39.7,13.3,45.4,54.2,15.5,23.4,10.5,14.6,34.4,7.7
46,10000,MW00000,GM0893,67.2,47.6,19.7,35.1,1.2,40.7,58.1,38.8,19.3,43.3,47.6,15.4,19.2,9.4,14.9,39.4,6.9
47,10000,MW00000,GM0373,71.8,42.1,16.3,35.9,2.0,55.3,42.7,31.2,11.5,57.1,57.7,17.1,18.6,8.8,14.2,36.8,11.2
48,10000,MW00000,GM0748,66.4,45.7,21.4,35.5,1.4,40.2,58.4,39.2,19.2,41.7,47.6,13.9,16.9,13.4,18.4,44.2,6.6
49,10000,MW00000,GM1859,74.5,37.1,11.8,34.9,2.1,44.7,53.2,36.4,16.9,49.5,53.9,17.5,11.5,9.4,14.2,33.5,8.9
50,10000,MW00000,GM1721,75.7,40.7,13.3,28.4,2.5,45.0,52.5,36.5,15.9,43.7,56.2,14.2,15.4,10.5,11.0,31.9,9.3
51,10000,MW00000,GM0753,71.1,43.3,21.2,31.2,1.0,41.8,57.2,38.9,18.4,45.4,55.6,12.3,19.1,13.3,10.7,42.5,5.5
52,10000,MW00000,GM0209,73.7,35.1,11.6,33.3,0.5,44.0,55.4,39.5,15.9,41.0,53.9,15.6,13.2,9.9,11.3,40.7,6.3
53,10000,MW00000,GM0375,67.4,48.9,18.7,33.8,1.2,44.5,54.3,38.3,16.0,47.8,56.6,15.6,18.9,10.9,18.6,42.0,7.1
54,10000,MW00000,GM0310,71.6,44.7,19.5,30.7,1.7,54.8,43.5,32.8,10.7,54.7,60.5,16.9,17.3,12.0,13.8,42.4,7.6
55,10000,MW00000,GM1728,72.2,37.9,13.9,30.2,1.5,50.3,48.2,33.2,15.1,45.2,51.6,14.3,17.6,18.3,16.7,34.4,9.8
56,10000,MW00000,GM0376,74.1,40.3,15.2,28.0,1.4,57.3,41.3,31.8,9.6,44.9,65.2,11.9,,,10.4,36.4,7.3
57,10000,MW00000,GM0377,80.0,43.0,14.9,31.1,2.1,60.6,37.4,28.7,8.7,56.9,71.2,13.9,15.9,9.6,10.5,31.1,11.1
58,10000,MW00000,GM1901,75.0,41.2,17.2,30.0,2.7,48.4,49.0,34.7,14.2,43.9,50.4,12.8,15.0,8.9,12.0,47.2,6.4
59,10000,MW00000,GM0755,71.7,43.3,15.8,27.7,0.1,51.1,48.8,34.9,14.0,48.7,59.3,12.7,12.5,9.2,10.6,36.2,8.1
60,10000,MW00000,GM1681,72.4,40.0,15.1,34.0,1.1,42.8,56.1,38.8,17.3,46.5,46.5,14.9,16.6,12.6,15.5,45.1,6.8
61,10000,MW00000,GM0147,74.9,42.0,16.5,29.5,1.5,44.5,54.0,39.3,14.7,53.0,60.0,15.0,13.0,11.9,11.5,38.2,7.3
62,10000,MW00000,GM0654,72.3,42.6,17.9,30.8,1.3,50.9,47.8,35.2,12.6,42.3,49.1,12.8,17.1,8.9,16.3,44.9,7.6
63,10000,MW00000,GM0757,68.6,43.3,18.0,33.6,1.5,43.0,55.4,39.2,16.3,50.7,53.8,15.6,20.5,10.7,17.1,36.5,8.2
64,10000,MW00000,GM0758,70.4,50.3,22.6,32.1,2.4,49.4,48.2,33.9,14.3,47.5,59.4,12.1,21.9,11.4,16.7,37.7,9.0
65,10000,MW00000,GM0501,72.4,41.7,17.7,29.2,2.2,44.2,53.6,34.1,19.4,40.9,50.2,15.0,19.2,16.2,14.5,45.5,6.4
66,10000,MW00000,GM1876,72.6,36.5,15.5,35.2,1.7,43.7,54.5,39.3,15.2,47.5,53.2,16.4,13.3,9.5,11.8,39.3,9.0
67,10000,MW00000,GM0213,68.6,43.0,17.4,35.0,1.2,43.8,55.0,36.9,18.1,43.6,51.8,13.1,17.0,7.7,14.1,43.9,8.0
68,10000,MW00000,GM0899,59.5,52.8,25.4,42.0,2.3,33.2,64.6,38.9,25.6,37.9,42.8,17.8,19.0,11.8,19.9,46.0,4.8
69,10000,MW00000,GM0312,77.1,42.5,17.9,33.4,1.9,58.6,39.5,27.7,11.8,52.1,61.3,15.5,20.6,10.0,10.8,42.8,7.2
70,10000,MW00000,GM0313,70.5,41.7,19.0,28.8,2.2,39.8,58.0,38.9,19.1,46.9,51.9,13.3,12.8,,19.8,34.9,8.8
71,10000,MW00000,GM0214,71.7,43.8,16.8,31.3,1.8,39.4,58.7,38.3,20.4,42.6,48.6,13.4,16.8,13.5,16.2,44.2,7.3
72,10000,MW00000,GM0502,64.7,49.1,22.6,35.5,2.8,41.3,55.9,36.6,19.3,41.9,50.1,14.6,20.2,13.4,14.9,50.6,4.9
73,10000,MW00000,GM0383,76.9,41.3,15.8,32.7,1.6,52.9,45.5,33.4,12.1,55.8,65.5,15.1,7.5,7.0,12.1,35.5,8.7
74,10000,MW00000,GM0109,69.9,40.4,18.1,32.1,0.7,43.1,56.2,37.2,19.0,47.0,49.1,12.7,22.5,10.3,15.5,38.6,9.6
75,10000,MW00000,GM1706,68.7,41.1,16.7,32.9,1.4,47.3,51.3,36.8,14.5,42.7,51.2,14.8,18.0,8.4,14.0,38.0,8.7
76,10000,MW00000,GM0216,75.3,46.5,20.6,33.9,1.6,47.7,50.7,35.1,15.6,52.6,55.0,11.3,27.3,10.4,12.9,43.9,6.6
77,10000,MW00000,GM0148,75.7,39.3,17.0,27.9,1.1,48.7,50.2,36.2,14.0,48.7,54.7,16.7,11.2,10.2,13.2,40.0,8.9
78,10000,MW00000,GM1891,71.7,41.7,16.5,35.2,0.7,48.4,50.8,37.4,13.4,43.8,44.5,15.5,,,16.1,44.0,6.1
79,10000,MW00000,GM0503,71.9,53.9,25.9,29.4,3.0,57.9,39.1,27.5,11.5,57.6,61.9,8.4,18.2,11.9,16.5,39.7,8.8
80,10000,MW00000,GM0762,68.7,40.2,15.5,38.3,1.5,49.8,48.7,34.3,14.4,42.8,56.8,19.1,20.3,13.5,13.1,32.4,10.7
81,10000,MW00000,GM0150,70.8,48.6,23.9,32.3,1.7,47.8,50.5,35.5,14.9,49.3,52.1,14.3,23.6,11.9,15.7,40.2,7.3
82,10000,MW00000,GM0384,69.2,56.2,29.1,32.0,1.2,47.0,51.8,34.5,17.3,47.0,58.1,9.9,,,18.5,41.9,7.0
83,10000,MW00000,GM1980,71.4,46.6,20.7,32.2,0.9,46.5,52.7,37.7,15.0,48.9,54.4,13.7,18.9,12.9,15.2,41.0,7.0
84,10000,MW00000,GM1774,78.0,38.4,14.9,25.9,1.0,48.8,50.2,37.4,12.7,53.7,63.0,12.4,11.0,,11.2,30.4,15.2
85,10000,MW00000,GM0221,65.9,48.7,21.9,41.5,2.5,41.5,56.0,38.4,17.6,41.5,41.0,16.9,21.1,17.0,17.7,45.7,6.3
86,10000,MW00000,GM0222,73.8,40.3,17.5,33.9,0.6,46.1,53.3,33.2,20.2,47.0,53.8,17.8,16.6,7.7,13.8,38.7,7.3
87,10000,MW00000,GM0766,69.2,43.2,18.4,32.9,2.2,41.3,56.5,35.1,21.4,45.8,55.1,14.9,26.3,9.0,12.5,40.4,6.7
88,10000,MW00000,GM0505,65.5,53.3,26.9,34.9,1.9,44.0,54.1,35.3,18.8,45.3,48.2,14.4,20.3,16.0,16.6,50.6,6.4
89,10000,MW00000,GM0498,72.4,43.5,18.3,29.1,1.6,48.7,49.6,35.8,13.8,52.6,55.2,11.2,,,13.3,37.5,9.8
90,10000,MW00000,GM1719,68.9,38.8,17.0,33.2,1.8,40.9,57.3,39.6,17.7,40.8,52.9,16.9,16.6,15.5,14.2,35.3,7.9
91,10000,MW00000,GM0303,73.0,41.6,18.9,32.9,2.0,38.6,59.3,42.5,16.8,43.9,46.5,14.7,20.1,19.7,15.1,45.1,4.6
92,10000,MW00000,GM0225,68.6,42.4,17.7,34.7,1.4,43.0,55.7,39.9,15.7,43.6,50.0,17.9,11.7,8.9,16.3,40.2,6.5
93,10000,MW00000,GM0226,72.0,43.2,15.5,30.5,0.6,40.6,58.8,39.1,19.7,50.9,52.6,11.2,,,14.1,41.5,5.0
94,10000,MW00000,GM1711,64.9,49.8,22.0,35.2,0.8,43.1,56.1,37.3,18.8,40.6,47.8,16.9,17.4,9.9,14.9,47.8,7.1
95,10000,MW00000,GM0385,70.3,45.4,19.2,28.8,1.0,51.4,47.6,33.0,14.6,46.3,54.2,14.4,24.2,14.4,13.9,33.3,5.7
96,10000,MW00000,GM0228,73.1,44.0,17.9,31.9,1.6,48.7,49.7,36.4,13.3,49.2,49.9,14.5,18.3,10.4,15.6,47.9,5.8
97,10000,MW00000,GM0317,76.2,38.1,15.4,27.7,1.1,48.3,50.5,39.3,11.3,49.5,61.6,12.0,22.9,9.4,13.6,34.0,10.5
98,10000,MW00000,GM1979,61.4,48.5,20.9,40.2,1.1,41.5,57.5,35.8,21.6,43.4,37.6,15.3,11.5,12.1,20.5,46.6,6.0
99,10000,MW00000,GM0770,71.0,40.5,17.2,34.1,1.9,45.7,52.4,39.5,12.9,47.0,54.0,13.7,15.1,9.3,11.4,36.3,8.6
100,10000,MW00000,GM1903,73.8,41.4,15.8,32.1,3.6,44.9,51.5,38.0,13.4,43.9,54.8,14.5,15.2,9.7,11.7,39.6,8.4
101,10000,MW00000,GM0772,69.2,50.5,24.3,31.1,3.1,53.4,43.6,31.0,12.6,49.2,56.1,11.0,21.3,13.2,18.0,40.6,7.2
102,10000,MW00000,GM0230,75.4,44.9,17.9,30.3,0.6,42.9,56.5,38.5,18.0,42.2,46.0,16.6,17.0,10.7,17.3,44.9,5.2
103,10000,MW00000,GM0114,67.0,45.2,17.7,37.0,2.1,31.2,66.7,38.8,27.9,43.7,42.9,15.1,29.7,16.7,19.9,42.2,7.4
104,10000,MW00000,GM0388,69.0,47.1,22.9,32.8,1.9,44.3,53.8,37.1,16.7,49.8,48.6,11.9,,,16.5,35.9,9.1
105,10000,MW00000,GM0153,67.7,50.5,24.7,32.5,1.9,49.7,48.3,31.3,17.1,51.7,55.6,10.5,19.3,12.7,19.6,41.1,7.7
106,10000,MW00000,GM0232,72.2,43.1,16.5,32.3,2.0,45.5,52.5,35.6,16.9,45.9,51.7,17.3,14.2,8.0,15.3,44.0,7.1
107,10000,MW00000,GM0233,74.3,42.4,18.6,36.6,1.4,49.4,49.2,35.4,13.8,53.6,50.8,17.0,18.9,13.2,15.0,50.0,7.4
108,10000,MW00000,GM0777,69.7,48.2,20.0,32.5,2.0,44.3,53.7,36.7,17.0,41.9,53.0,13.3,18.1,12.0,13.2,40.5,6.8
109,10000,MW00000,GM1940,74.4,38.5,13.7,27.5,2.4,49.4,48.2,32.5,15.8,45.8,47.2,14.8,16.4,12.2,15.3,35.7,10.7
110,10000,MW00000,GM0779,65.3,46.8,20.4,34.3,2.4,37.8,59.8,40.4,19.4,36.1,48.6,15.0,18.4,11.6,13.0,38.9,7.1
111,10000,MW00000,GM1771,67.1,45.1,18.2,36.3,0.9,44.7,54.4,38.4,16.0,44.4,56.3,15.2,27.6,8.8,13.4,39.4,6.4
112,10000,MW00000,GM1652,71.5,42.3,16.8,31.0,1.9,44.0,54.1,38.0,16.1,45.5,50.9,18.0,18.5,8.8,11.7,34.3,7.4
113,10000,MW00000,GM0907,68.8,42.6,17.1,38.0,1.8,44.5,53.7,36.6,17.1,46.6,54.1,16.1,10.9,7.8,14.6,37.9,7.3
114,10000,MW00000,GM0784,68.0,43.5,17.2,34.2,1.6,41.6,56.9,39.3,17.6,46.7,54.7,15.0,20.8,13.4,13.6,41.2,6.4
115,10000,MW00000,GM1924,71.1,45.2,19.1,36.5,0.7,40.7,58.6,37.3,21.3,42.9,41.4,16.2,20.7,9.9,14.5,51.5,4.6
116,10000,MW00000,GM0664,69.6,45.8,19.3,32.5,2.4,47.4,50.2,34.8,15.4,44.7,48.2,13.3,9.7,7.5,17.1,46.6,5.9
117,10000,MW00000,GM0785,71.4,43.1,17.8,31.6,1.6,40.8,57.5,38.8,18.7,42.9,56.7,13.5,12.8,8.0,12.3,41.0,8.3
118,10000,MW00000,GM1942,79.4,44.4,18.3,26.9,1.8,55.7,42.5,33.0,9.5,47.6,63.4,13.2,21.6,11.6,15.9,36.5,8.3
119,10000,MW00000,GM0512,70.1,48.5,22.5,30.1,1.7,45.5,52.8,36.8,16.0,44.9,54.4,14.9,15.1,13.9,17.4,48.0,6.4
120,10000,MW00000,GM0513,69.1,49.2,24.4,37.6,2.7,47.7,49.6,34.4,15.3,47.7,55.2,13.5,20.3,10.2,14.7,45.9,6.4
121,10000,MW00000,GM0518,65.2,54.3,29.5,34.5,2.3,48.9,48.7,33.0,15.7,49.4,53.8,12.0,24.0,14.0,19.0,49.5,6.0
122,10000,MW00000,GM0014,70.3,52.1,25.0,30.8,2.6,57.3,40.1,28.3,11.8,59.1,61.8,10.9,21.7,12.2,20.1,35.5,10.2
123,10000,MW00000,GM1729,69.2,46.5,18.6,34.5,1.4,47.7,50.9,36.5,14.4,36.9,46.6,14.3,19.8,13.1,14.4,40.9,8.3
124,10000,MW00000,GM0158,76.2,41.6,16.0,30.8,1.1,46.0,52.9,38.6,14.3,52.9,61.4,14.1,11.0,10.6,13.6,33.6,8.9
125,10000,MW00000,GM0392,74.1,47.6,22.0,30.0,1.5,53.6,44.9,32.1,12.9,51.9,61.3,11.1,16.0,12.1,19.7,37.6,8.1
126,10000,MW00000,GM0394,68.8,44.5,19.1,34.2,1.2,47.5,51.3,35.4,15.9,42.9,56.7,13.6,15.9,11.2,12.9,44.5,6.0
127,10000,MW00000,GM1655,63.0,47.7,22.8,32.2,1.8,38.3,59.9,39.7,20.2,37.4,48.9,14.9,24.0,13.3,20.4,42.2,9.0
128,10000,MW00000,GM0160,73.4,39.7,13.6,29.5,1.1,44.9,54.0,35.7,18.3,44.6,51.3,13.5,10.3,9.4,17.3,39.2,9.0
129,10000,MW00000,GM0243,69.4,45.5,19.9,33.1,2.7,45.8,51.6,36.0,15.5,51.2,52.4,15.0,22.0,16.6,14.4,44.5,5.5
130,10000,MW00000,GM0523,74.7,43.4,18.1,29.7,1.7,45.8,52.5,34.1,18.4,39.5,43.4,14.0,,,9.3,52.4,4.1
131,10000,MW00000,GM0072,68.2,40.0,14.2,35.5,0.8,39.5,59.8,38.9,20.9,51.2,42.7,12.1,,,18.9,44.7,6.5
132,10000,MW00000,GM0244,75.8,37.0,14.5,29.4,2.5,50.4,47.1,33.6,13.5,48.2,53.0,15.1,18.1,9.4,15.5,43.8,6.9
133,10000,MW00000,GM0396,71.2,44.9,19.9,33.6,1.8,45.9,52.3,37.2,15.1,47.9,54.3,17.2,16.2,10.0,13.2,40.4,6.5
134,10000,MW00000,GM0397,77.1,37.8,14.9,31.2,1.8,57.4,40.7,30.7,10.0,55.6,67.4,16.2,16.5,10.4,11.7,36.2,9.2
135,10000,MW00000,GM0246,73.7,39.4,16.3,35.2,0.8,47.6,51.7,36.7,14.9,43.1,46.6,17.2,17.6,13.4,13.2,49.4,8.0
136,10000,MW00000,GM0074,72.8,41.0,16.5,34.2,1.2,48.5,50.3,36.3,14.0,47.8,49.0,10.5,12.1,12.9,14.7,42.9,7.9
137,10000,MW00000,GM0917,57.3,56.1,31.4,44.6,1.0,40.1,58.9,34.7,24.2,37.9,43.5,14.6,17.9,12.3,20.4,52.1,5.9
138,10000,MW00000,GM1658,73.4,37.6,16.2,29.5,1.3,51.2,47.6,36.8,10.7,44.3,60.4,16.2,14.5,7.7,11.1,35.3,8.7
139,10000,MW00000,GM0399,74.1,45.1,22.0,32.0,1.8,59.6,38.6,30.4,8.3,57.8,62.9,13.0,13.3,7.6,9.8,34.1,7.8
140,10000,MW00000,GM0400,65.8,49.4,21.9,39.3,1.4,40.6,58.0,36.6,21.4,48.7,46.6,14.3,24.6,12.2,21.4,40.3,7.6
141,10000,MW00000,GM0163,74.7,42.3,15.9,28.3,0.9,49.6,49.4,34.8,14.6,54.0,55.7,16.6,9.8,10.1,11.9,37.0,8.4
142,10000,MW00000,GM0530,67.8,45.6,21.4,35.7,1.2,39.6,59.2,35.9,23.3,45.4,47.1,13.4,9.7,10.5,16.9,50.0,5.8
143,10000,MW00000,GM0794,65.8,47.5,20.4,35.5,2.4,41.0,56.6,37.7,18.9,40.6,46.9,15.0,16.0,14.0,22.2,41.9,7.5
144,10000,MW00000,GM0531,70.2,43.6,20.5,31.5,1.6,40.7,57.7,41.8,15.9,38.0,48.2,13.8,15.7,15.6,10.2,50.3,3.5
145,10000,MW00000,GM0164,67.7,46.4,22.0,35.1,1.8,44.4,53.8,39.6,14.3,50.4,50.4,14.7,13.7,8.5,18.7,36.4,6.9
146,10000,MW00000,GM0796,71.3,48.3,21.2,32.1,1.2,50.5,48.3,34.1,14.2,45.0,57.5,13.0,16.5,10.7,16.2,36.0,7.6
147,10000,MW00000,GM0252,73.8,40.5,14.3,33.1,1.3,49.5,49.2,35.6,13.6,52.9,56.0,15.8,16.7,9.3,13.2,38.8,8.4
148,10000,MW00000,GM0797,71.1,43.8,17.5,31.0,0.5,45.2,54.3,37.6,16.7,45.0,57.6,13.8,17.4,13.3,12.4,36.2,9.5
149,10000,MW00000,GM0534,68.6,50.7,22.0,30.7,0.6,50.3,49.1,34.6,14.5,47.5,54.2,17.3,18.5,17.5,17.0,39.5,9.8
150,10000,MW00000,GM0798,72.8,38.7,15.7,31.8,2.2,47.3,50.5,35.5,15.0,44.9,57.8,15.9,19.5,6.5,11.4,33.8,11.1
151,10000,MW00000,GM0402,73.8,48.5,22.0,30.0,1.4,54.5,44.1,33.0,11.2,51.9,59.1,10.6,18.7,12.0,15.5,40.2,7.4
152,10000,MW00000,GM1963,72.1,42.7,17.1,35.6,1.5,44.4,54.2,36.9,17.3,38.0,47.6,17.0,14.2,10.6,14.1,46.8,4.7
153,10000,MW00000,GM1735,73.5,40.6,12.7,30.8,1.1,46.3,52.7,36.4,16.3,49.0,54.4,15.3,14.7,9.9,15.3,34.8,10.9
154,10000,MW00000,GM1966,71.8,45.6,19.9,36.6,2.7,47.1,50.2,32.3,17.9,48.9,42.3,17.1,11.2,9.1,20.8,45.5,6.6
155,10000,MW00000,GM1911,68.5,45.7,19.1,34.1,2.2,44.2,53.6,34.8,18.8,49.0,49.4,14.0,21.2,11.9,15.7,40.0,7.4
156,10000,MW00000,GM0118,69.5,40.2,18.0,34.4,2.4,42.1,55.5,38.9,16.6,41.8,42.4,13.0,19.3,15.9,20.1,42.6,7.7
157,10000,MW00000,GM0405,72.7,49.6,20.0,30.1,0.8,51.4,47.9,34.1,13.8,51.6,57.1,11.9,20.5,11.6,14.5,43.6,7.2
158,10000,MW00000,GM1507,74.5,42.7,19.8,29.5,1.7,47.6,50.8,37.3,13.4,44.4,56.6,11.9,15.0,,11.6,32.5,6.8
159,10000,MW00000,GM0321,76.9,41.1,15.1,33.5,2.1,52.9,44.9,33.0,11.9,55.9,65.4,15.3,14.8,12.2,10.3,44.9,4.2
160,10000,MW00000,GM0406,70.5,49.7,18.2,33.5,2.2,50.7,47.0,34.9,12.1,47.5,53.6,13.9,18.7,10.6,13.6,42.9,7.4
161,10000,MW00000,GM0677,65.3,50.4,23.3,32.8,2.8,45.3,51.9,37.5,14.4,37.3,46.3,12.6,12.6,14.5,15.6,37.3,7.4
162,10000,MW00000,GM0353,69.2,45.7,20.8,33.2,1.4,44.5,54.1,37.2,16.9,44.1,53.1,15.3,15.1,9.5,12.0,44.9,7.2
163,10000,MW00000,GM1884,72.9,42.0,15.6,29.8,2.1,51.9,46.0,33.3,12.7,42.6,57.0,15.8,19.5,7.2,13.3,35.6,8.3
164,10000,MW00000,GM0166,71.5,46.8,21.3,31.4,0.6,48.7,50.7,35.0,15.7,50.1,46.9,14.0,17.2,7.1,16.2,47.5,5.0
