ID,BestemmingVanInvoer,Perioden,WaardeInWerkelijkePrijzen_1,WaardePrijsniveau2005_2,VolumemutatieTOVVoorafgaandJaar_3,Prijsindexcijfers_4,WaardeInWerkelijkePrijzen_5,WaardePrijsniveau2005_6,VolumemutatieTOVVoorafgaandJaar_7,Prijsindexcijfers_8,WaardeInWerkelijkePrijzen_9,WaardePrijsniveau2005_10,VolumemutatieTOVVoorafgaandJaar_11,Prijsindexcijfers_12
226,307000,1989JJ00,,,,,,,,,,,,
227,307000,1990JJ00,,,,,,,,,,,,
228,307000,1991JJ00,,,,,,,,,,,,
229,307000,1992JJ00,,,,,,,,,,,,
230,307000,1993JJ00,,,,,,,,,,,,
231,307000,1994JJ00,,,,,,,,,,,,
232,307000,1995JJ00,,,,,,,,,,,,
233,307000,1996JJ00,,,,,,,,,,,,
234,307000,1997JJ00,,,,,,,,,,,,
235,307000,1998JJ00,,,,,,,,,,,,
236,307000,1999JJ00,,,,,,,,,,,,
237,307000,2000JJ00,,,,,,,,,,,,
238,307000,2001JJ00,,,,,,,,,,,,
239,307000,2002JJ00,,,,,,,,,,,,
240,307000,2003JJ00,,,,,,,,,,,,
241,307000,2004JJ00,,,,,,,,,,,,
242,307000,2005JJ00,,,,,,,,,,,,
243,307000,2006JJ00,,,,,,,,,,,,
244,307000,2007JJ00,,,,,,,,,,,,
245,307000,2008JJ00,,,,,,,,,,,,
246,307000,2009JJ00,,,,,,,,,,,,
247,307000,2010JJ00,,,,,,,,,,,,
248,307000,2011JJ00,,,,,,,,,,,,
249,307000,2012JJ00,,,,,,,,,,,,
250,307500,1988JJ00,38630.0,50716.0,,76.2,36176.0,47229.0,,76.6,2454.0,3445.0,,71.2
251,307500,1989JJ00,43741.0,53934.0,6.3,81.1,40771.0,49827.0,5.5,81.8,2970.0,4092.0,18.8,72.6
252,307500,1990JJ00,44742.0,56040.0,3.9,79.8,41727.0,51959.0,4.3,80.3,3015.0,4042.0,-1.2,74.6
253,307500,1991JJ00,45260.0,57308.0,2.3,79.0,41786.0,52712.0,1.4,79.3,3474.0,4589.0,13.5,75.7
254,307500,1992JJ00,44434.0,58143.0,1.5,76.4,40666.0,53298.0,1.1,76.3,3768.0,4847.0,5.6,77.7
255,307500,1993JJ00,42486.0,57385.0,-1.3,74.0,38519.0,52350.0,-1.8,73.6,3967.0,5032.0,3.8,78.8
256,307500,1994JJ00,45167.0,60713.0,5.8,74.4,41121.0,55640.0,6.3,73.9,4046.0,5086.0,1.1,79.5
257,307500,1995JJ00,49152.0,64840.0,6.8,75.8,44797.0,59364.0,6.7,75.5,4355.0,5486.0,7.9,79.4
258,307500,1996JJ00,51621.0,66414.0,2.4,77.7,46852.0,60464.0,1.9,77.5,4769.0,5943.0,8.3,80.2
259,307500,1997JJ00,57202.0,71761.0,8.1,79.7,51837.0,65164.0,7.8,79.5,5365.0,6584.0,10.8,81.5
260,307500,1998JJ00,56616.0,74341.0,3.6,76.2,50890.0,67456.0,3.5,75.4,5726.0,6871.0,4.4,83.3
261,307500,1999JJ00,58170.0,75029.0,0.9,77.5,52026.0,67779.0,0.5,76.8,6144.0,7207.0,4.9,85.2
262,307500,2000JJ00,70128.0,77442.0,3.2,90.6,63137.0,69340.0,2.3,91.1,6991.0,7997.0,11.0,87.4
263,307500,2001JJ00,68575.0,76709.0,-0.9,89.4,60996.0,68243.0,-1.6,89.4,7579.0,8380.0,4.8,90.4
264,307500,2002JJ00,65636.0,75272.0,-1.9,87.2,58040.0,67051.0,-1.7,86.6,7596.0,8137.0,-2.9,93.4
265,307500,2003JJ00,63963.0,74256.0,-1.3,86.1,56233.0,66180.0,-1.3,85.0,7730.0,7995.0,-1.7,96.7
266,307500,2004JJ00,70390.0,77251.0,4.0,91.1,62685.0,69452.0,4.9,90.3,7705.0,7788.0,-2.6,98.9
267,307500,2005JJ00,78074.0,78074.0,1.1,100.0,70316.0,70316.0,1.2,100.0,7758.0,7758.0,-0.4,100.0
268,307500,2006JJ00,88164.0,81298.0,4.1,108.4,80153.0,73432.0,4.4,109.2,8011.0,7866.0,1.4,101.8
269,307500,2007JJ00,95510.0,84166.0,3.5,113.5,87379.0,76311.0,3.9,114.5,8131.0,7834.0,-0.4,103.8
270,307500,2008JJ00,102645.0,82050.0,-2.5,125.1,94477.0,74401.0,-2.5,127.0,8168.0,7628.0,-2.6,107.1
271,307500,2009JJ00,79627.0,75407.0,-8.1,105.6,71669.0,68120.0,-8.4,105.2,7958.0,7316.0,-4.1,108.8
272,307500,2010JJ00,99573.0,81086.0,7.5,122.8,90782.0,73154.0,7.4,124.1,8791.0,7959.0,8.8,110.5
273,307500,2011JJ00,117190.0,83291.0,2.7,140.7,107818.0,74968.0,2.5,143.8,9372.0,8373.0,5.2,111.9
274,307500,2012JJ00,121727.0,82842.0,-0.5,146.9,111858.0,74237.0,-1.0,150.7,9869.0,8748.0,4.5,112.8
275,307600,1988JJ00,7545.0,6382.0,,118.2,7345.0,6090.0,,120.6,200.0,249.0,,80.3
276,307600,1989JJ00,8120.0,6776.0,6.2,119.8,7888.0,6451.0,5.9,122.3,232.0,286.0,15.0,81.0
277,307600,1990JJ00,7484.0,6958.0,2.7,107.6,7239.0,6625.0,2.7,109.3,245.0,295.0,3.0,83.0
278,307600,1991JJ00,7773.0,7186.0,3.3,108.2,7497.0,6818.0,2.9,110.0,276.0,336.0,13.9,82.1
279,307600,1992JJ00,7859.0,7449.0,3.7,105.5,7533.0,7032.0,3.1,107.1,326.0,394.0,17.4,82.6
280,307600,1993JJ00,7634.0,7409.0,-0.5,103.0,7277.0,6959.0,-1.0,104.6,357.0,438.0,11.0,81.5
281,307600,1994JJ00,8292.0,7816.0,5.5,106.1,7916.0,7353.0,5.7,107.6,376.0,447.0,2.0,84.2
282,307600,1995JJ00,8744.0,8324.0,6.5,105.1,8355.0,7843.0,6.7,106.5,389.0,461.0,3.2,84.4
283,307600,1996JJ00,8870.0,8312.0,-0.1,106.7,8481.0,7840.0,0.0,108.2,389.0,450.0,-2.3,86.4
284,307600,1997JJ00,9570.0,8587.0,3.3,111.5,9151.0,8084.0,3.1,113.2,419.0,484.0,7.5,86.6
285,307600,1998JJ00,9722.0,8751.0,1.9,111.1,9313.0,8251.0,2.1,112.9,409.0,477.0,-1.4,85.8
286,307600,1999JJ00,9299.0,9036.0,3.3,102.9,8868.0,8518.0,3.2,104.1,431.0,496.0,3.9,87.0
287,307600,2000JJ00,9714.0,9152.0,1.3,106.1,9230.0,8588.0,0.8,107.5,484.0,548.0,10.7,88.3
288,307600,2001JJ00,10405.0,9603.0,4.9,108.3,9861.0,8984.0,4.6,109.8,544.0,608.0,11.0,89.4
289,307600,2002JJ00,10370.0,9618.0,0.2,107.8,9788.0,8984.0,0.0,109.0,582.0,627.0,3.1,92.7
290,307600,2003JJ00,10043.0,9589.0,-0.3,104.7,9386.0,8912.0,-0.8,105.3,657.0,678.0,8.1,96.9
291,307600,2004JJ00,10314.0,9893.0,3.2,104.3,9614.0,9191.0,3.1,104.6,700.0,703.0,3.7,99.6
292,307600,2005JJ00,10431.0,10431.0,5.4,100.0,9714.0,9714.0,5.7,100.0,717.0,717.0,2.0,100.0
293,307600,2006JJ00,10992.0,10730.0,2.9,102.4,10269.0,10011.0,3.1,102.6,723.0,719.0,0.3,100.6
294,307600,2007JJ00,12710.0,10764.0,0.3,118.1,11980.0,10038.0,0.3,119.3,730.0,726.0,1.0,100.6
295,307600,2008JJ00,14543.0,10832.0,0.6,134.3,13801.0,10113.0,0.7,136.5,742.0,717.0,-1.2,103.5
296,307600,2009JJ00,12983.0,10824.0,-0.1,119.9,12193.0,10081.0,-0.3,120.9,790.0,749.0,4.4,105.5
297,307600,2010JJ00,14113.0,11050.0,2.1,127.7,13260.0,10268.0,1.9,129.1,853.0,791.0,5.6,107.9
298,307600,2011JJ00,16895.0,11527.0,4.3,146.6,15994.0,10717.0,4.4,149.2,901.0,818.0,3.5,110.1
299,307600,2012JJ00,17878.0,11754.0,2.0,152.1,16932.0,10912.0,1.8,155.2,946.0,857.0,4.7,110.4
300,307610,1988JJ00,8351.0,7338.0,,113.8,8022.0,6811.0,,117.8,329.0,454.0,,72.4
301,307610,1989JJ00,9014.0,7812.0,6.5,115.4,8624.0,7223.0,6.0,119.4,390.0,530.0,16.7,73.6
302,307610,1990JJ00,8440.0,8059.0,3.2,104.7,8039.0,7463.0,3.3,107.7,401.0,527.0,-0.5,76.0
303,307610,1991JJ00,8840.0,8379.0,4.0,105.5,8370.0,7713.0,3.3,108.5,470.0,614.0,16.5,76.5
304,307610,1992JJ00,8927.0,8643.0,3.1,103.3,8390.0,7921.0,2.7,105.9,537.0,683.0,11.3,78.6
305,307610,1993JJ00,8697.0,8620.0,-0.3,100.9,8106.0,7849.0,-0.9,103.3,591.0,750.0,9.7,78.8
306,307610,1994JJ00,9414.0,9099.0,5.6,103.5,8809.0,8318.0,6.0,105.9,605.0,748.0,-0.2,80.9
307,307610,1995JJ00,9975.0,9725.0,6.9,102.6,9332.0,8897.0,7.0,104.9,643.0,790.0,5.6,81.4
308,307610,1996JJ00,10154.0,9743.0,0.2,104.2,9476.0,8897.0,0.0,106.5,678.0,814.0,3.0,83.3
309,307610,1997JJ00,10981.0,10125.0,3.9,108.5,10229.0,9211.0,3.5,111.1,752.0,890.0,9.4,84.4
310,307610,1998JJ00,11146.0,10321.0,1.9,108.0,10369.0,9386.0,1.9,110.5,777.0,912.0,2.4,85.2
311,307610,1999JJ00,10803.0,10669.0,3.4,101.3,9971.0,9686.0,3.2,102.9,832.0,963.0,5.7,86.4
312,307610,2000JJ00,11297.0,10816.0,1.4,104.4,10380.0,9765.0,0.8,106.3,917.0,1042.0,8.2,88.0
313,307610,2001JJ00,12089.0,11249.0,4.0,107.5,11071.0,10123.0,3.7,109.4,1018.0,1123.0,7.7,90.7
314,307610,2002JJ00,12264.0,11427.0,1.6,107.3,11160.0,10252.0,1.3,108.9,1104.0,1179.0,5.0,93.6
315,307610,2003JJ00,11759.0,11285.0,-1.2,104.2,10627.0,10119.0,-1.3,105.0,1132.0,1171.0,-0.7,96.7
316,307610,2004JJ00,11899.0,11474.0,1.7,103.7,10756.0,10325.0,2.0,104.2,1143.0,1150.0,-1.8,99.4
317,307610,2005JJ00,12008.0,12008.0,4.7,100.0,10841.0,10841.0,5.0,100.0,1167.0,1167.0,1.5,100.0
318,307610,2006JJ00,12585.0,12292.0,2.4,102.4,11418.0,11137.0,2.7,102.5,1167.0,1155.0,-1.0,101.0
319,307610,2007JJ00,14516.0,12389.0,0.8,117.2,13311.0,11206.0,0.6,118.8,1205.0,1183.0,2.4,101.9
320,307610,2008JJ00,16260.0,12317.0,-0.6,132.0,15051.0,11157.0,-0.4,134.9,1209.0,1158.0,-2.1,104.4
321,307610,2009JJ00,14730.0,12322.0,0.0,119.5,13463.0,11122.0,-0.3,121.0,1267.0,1208.0,4.3,104.9
322,307610,2010JJ00,15945.0,12560.0,1.9,127.0,14597.0,11312.0,1.7,129.0,1348.0,1261.0,4.4,106.9
323,307610,2011JJ00,18902.0,13045.0,3.9,144.9,17479.0,11753.0,3.9,148.7,1423.0,1305.0,3.5,109.0
324,307610,2012JJ00,19918.0,13245.0,1.5,150.4,18459.0,11928.0,1.5,154.8,1459.0,1332.0,2.0,109.5
325,311300,1988JJ00,346.0,328.0,,105.6,308.0,277.0,,111.0,38.0,49.0,,77.5
326,311300,1989JJ00,401.0,375.0,14.5,107.0,353.0,314.0,13.0,112.6,48.0,62.0,26.3,77.5
327,311300,1990JJ00,407.0,380.0,1.5,107.0,360.0,321.0,2.3,112.3,47.0,59.0,-4.2,79.2
328,311300,1991JJ00,447.0,423.0,11.3,105.6,393.0,357.0,11.4,110.0,54.0,66.0,10.6,82.3
329,311300,1992JJ00,453.0,442.0,4.5,102.4,396.0,374.0,4.6,106.0,57.0,68.0,3.7,83.7
330,311300,1993JJ00,441.0,459.0,3.8,96.1,373.0,380.0,1.8,98.1,68.0,80.0,17.5,85.0
331,311300,1994JJ00,471.0,492.0,7.3,95.7,404.0,414.0,8.8,97.6,67.0,79.0,-1.5,85.0
332,311300,1995JJ00,507.0,535.0,8.7,94.7,429.0,445.0,7.7,96.3,78.0,91.0,14.9,86.1
333,311300,1996JJ00,493.0,519.0,-3.0,94.9,419.0,438.0,-1.6,95.6,74.0,81.0,-10.3,91.0
334,311300,1997JJ00,494.0,535.0,3.0,92.3,415.0,449.0,2.4,92.5,79.0,87.0,6.8,91.0
335,311300,1998JJ00,479.0,531.0,-0.8,90.2,401.0,447.0,-0.5,89.8,78.0,85.0,-2.5,92.2
336,311300,1999JJ00,509.0,564.0,6.3,90.2,421.0,469.0,5.0,89.8,88.0,95.0,12.8,92.2
337,311300,2000JJ00,533.0,581.0,2.9,91.8,439.0,482.0,2.9,91.1,94.0,99.0,3.4,95.2
338,311300,2001JJ00,587.0,588.0,1.3,99.8,485.0,485.0,0.7,99.9,102.0,103.0,4.3,99.1
339,311300,2002JJ00,647.0,646.0,9.9,100.1,540.0,539.0,11.1,100.1,107.0,107.0,3.9,100.0
340,311300,2003JJ00,613.0,627.0,-2.9,97.7,523.0,535.0,-0.7,97.7,90.0,92.0,-14.0,97.9
341,311300,2004JJ00,607.0,609.0,-2.9,99.7,513.0,515.0,-3.8,99.6,94.0,94.0,2.2,100.0
342,311300,2005JJ00,604.0,604.0,-0.8,100.0,511.0,511.0,-0.8,100.0,93.0,93.0,-1.1,100.0
343,311300,2006JJ00,642.0,619.0,2.5,103.7,539.0,520.0,1.8,103.7,103.0,99.0,6.5,104.0
344,311300,2007JJ00,708.0,630.0,1.7,112.5,597.0,526.0,1.1,113.5,111.0,104.0,4.9,106.9
345,311300,2008JJ00,724.0,621.0,-1.4,116.6,613.0,517.0,-1.7,118.6,111.0,104.0,0.0,106.9
346,311300,2009JJ00,710.0,616.0,-0.7,115.2,599.0,514.0,-0.7,116.6,111.0,103.0,-0.9,107.9
347,311300,2010JJ00,745.0,629.0,2.1,118.4,626.0,521.0,1.5,120.1,119.0,108.0,5.4,109.7
348,311300,2011JJ00,837.0,620.0,-1.5,135.0,713.0,509.0,-2.4,140.1,124.0,112.0,3.4,110.6
349,311300,2012JJ00,912.0,644.0,3.8,141.6,783.0,528.0,3.8,148.3,129.0,117.0,4.0,110.6
350,312200,1988JJ00,460.0,600.0,,76.7,369.0,433.0,,85.2,91.0,156.0,,58.5
351,312200,1989JJ00,493.0,631.0,5.2,78.1,383.0,443.0,2.4,86.4,110.0,181.0,16.5,60.7
352,312200,1990JJ00,549.0,708.0,12.2,77.6,440.0,521.0,17.5,84.4,109.0,170.0,-6.4,64.2
353,312200,1991JJ00,620.0,764.0,8.0,81.1,480.0,541.0,3.9,88.7,140.0,212.0,24.8,66.1
354,312200,1992JJ00,615.0,732.0,-4.2,84.0,461.0,508.0,-6.0,90.7,154.0,216.0,2.1,71.2
355,312200,1993JJ00,622.0,734.0,0.2,84.8,456.0,503.0,-1.1,90.7,166.0,225.0,3.9,73.8
356,312200,1994JJ00,651.0,772.0,5.3,84.3,489.0,547.0,8.8,89.4,162.0,215.0,-4.2,75.2
357,312200,1995JJ00,724.0,852.0,10.3,85.0,548.0,609.0,11.2,90.0,176.0,231.0,7.4,76.1
358,312200,1996JJ00,791.0,906.0,6.4,87.3,576.0,620.0,1.8,92.9,215.0,279.0,20.5,77.2
359,312200,1997JJ00,917.0,1009.0,11.4,90.9,663.0,684.0,10.4,96.9,254.0,317.0,14.0,80.0
360,312200,1998JJ00,945.0,1045.0,3.6,90.4,655.0,691.0,1.1,94.7,290.0,350.0,10.2,82.9
361,312200,1999JJ00,995.0,1078.0,3.1,92.3,682.0,703.0,1.7,97.0,313.0,372.0,6.2,84.2
362,312200,2000JJ00,1050.0,1094.0,1.5,96.0,711.0,699.0,-0.6,101.7,339.0,394.0,6.1,86.0
363,312200,2001JJ00,1097.0,1058.0,-3.2,103.6,725.0,652.0,-6.8,111.2,372.0,411.0,4.1,90.6
364,312200,2002JJ00,1247.0,1172.0,10.8,106.4,832.0,731.0,12.1,113.8,415.0,444.0,8.1,93.6
365,312200,2003JJ00,1103.0,1075.0,-8.3,102.6,718.0,676.0,-7.6,106.3,385.0,401.0,-9.6,96.0
366,312200,2004JJ00,978.0,975.0,-9.3,100.3,629.0,622.0,-7.9,101.1,349.0,353.0,-11.9,98.9
367,312200,2005JJ00,973.0,973.0,-0.2,100.0,616.0,616.0,-1.0,100.0,357.0,357.0,1.1,100.0
368,312200,2006JJ00,951.0,943.0,-3.1,100.8,610.0,606.0,-1.6,100.7,341.0,337.0,-5.6,101.2
369,312200,2007JJ00,1098.0,996.0,5.6,110.3,734.0,643.0,6.1,114.2,364.0,353.0,4.7,103.2
370,312200,2008JJ00,993.0,856.0,-14.0,116.0,637.0,522.0,-18.8,122.1,356.0,337.0,-4.4,105.5
371,312200,2009JJ00,1037.0,874.0,2.1,118.6,671.0,523.0,0.2,128.4,366.0,356.0,5.6,102.7
372,312200,2010JJ00,1087.0,874.0,0.0,124.4,711.0,518.0,-0.9,137.2,376.0,362.0,1.6,103.8
373,312200,2011JJ00,1170.0,888.0,1.6,131.8,772.0,521.0,0.6,148.2,398.0,375.0,3.5,106.2
374,312200,2012JJ00,1128.0,832.0,-6.3,135.7,744.0,483.0,-7.3,154.0,384.0,358.0,-4.5,107.4
375,312505,1988JJ00,1653.0,1816.0,,91.0,1595.0,1729.0,,92.2,58.0,87.0,,66.3
376,312505,1989JJ00,1724.0,1871.0,3.0,92.2,1660.0,1780.0,2.9,93.2,64.0,92.0,5.2,69.6
377,312505,1990JJ00,1806.0,1974.0,5.5,91.5,1743.0,1885.0,5.9,92.4,63.0,88.0,-4.7,71.9
378,312505,1991JJ00,1830.0,2006.0,1.6,91.2,1758.0,1907.0,1.1,92.2,72.0,100.0,14.3,71.9
379,312505,1992JJ00,1664.0,1843.0,-8.1,90.3,1590.0,1745.0,-8.5,91.1,74.0,102.0,1.4,72.8
380,312505,1993JJ00,1604.0,1773.0,-3.8,90.5,1528.0,1676.0,-4.0,91.2,76.0,100.0,-1.4,75.8
381,312505,1994JJ00,1729.0,1864.0,5.2,92.7,1650.0,1768.0,5.5,93.3,79.0,99.0,-1.3,79.9
382,312505,1995JJ00,1735.0,1838.0,-1.4,94.4,1658.0,1746.0,-1.3,95.0,77.0,95.0,-3.8,80.9
383,312505,1996JJ00,1708.0,1794.0,-2.4,95.2,1649.0,1726.0,-1.1,95.5,59.0,67.0,-29.9,88.4
384,312505,1997JJ00,1722.0,1793.0,-0.1,96.0,1659.0,1722.0,-0.2,96.4,63.0,70.0,5.1,89.9
385,312505,1998JJ00,1760.0,1806.0,0.8,97.4,1690.0,1726.0,0.2,97.9,70.0,80.0,14.3,87.4
386,312505,1999JJ00,1619.0,1684.0,-6.8,96.1,1550.0,1604.0,-7.0,96.6,69.0,80.0,0.0,86.1
387,312505,2000JJ00,1681.0,1663.0,-1.2,101.1,1609.0,1587.0,-1.1,101.4,72.0,77.0,-4.3,93.9
388,312505,2001JJ00,1547.0,1494.0,-10.2,103.5,1481.0,1428.0,-10.0,103.7,66.0,66.0,-13.9,100.0
389,312505,2002JJ00,1469.0,1451.0,-2.9,101.3,1404.0,1385.0,-3.0,101.4,65.0,66.0,0.0,98.5
390,312505,2003JJ00,1314.0,1333.0,-8.1,98.6,1250.0,1270.0,-8.3,98.4,64.0,63.0,-4.6,101.7
391,312505,2004JJ00,1266.0,1286.0,-3.6,98.5,1206.0,1225.0,-3.5,98.4,60.0,60.0,-4.7,100.0
392,312505,2005JJ00,1316.0,1316.0,2.4,100.0,1258.0,1258.0,2.7,100.0,58.0,58.0,-3.3,100.0
393,312505,2006JJ00,1345.0,1334.0,1.4,100.8,1290.0,1283.0,2.0,100.5,55.0,51.0,-12.1,107.8
394,312505,2007JJ00,1352.0,1335.0,0.1,101.3,1296.0,1283.0,0.0,101.0,56.0,52.0,1.8,107.8
395,312505,2008JJ00,1178.0,1134.0,-15.1,103.9,1123.0,1087.0,-15.3,103.3,55.0,46.0,-10.7,118.6
396,312505,2009JJ00,1012.0,975.0,-14.0,103.8,954.0,928.0,-14.6,102.8,58.0,46.0,-1.8,127.4
397,312505,2010JJ00,1128.0,1050.0,7.7,107.4,1067.0,1001.0,7.9,106.6,61.0,48.0,5.2,127.4
398,312505,2011JJ00,1233.0,1063.0,1.2,116.0,1168.0,1010.0,0.8,115.7,65.0,52.0,8.2,125.5
399,312505,2012JJ00,1204.0,1019.0,-4.1,118.2,1131.0,960.0,-5.0,117.9,73.0,57.0,10.8,127.2
400,315800,1988JJ00,485.0,552.0,,87.8,467.0,531.0,,87.9,18.0,22.0,,83.2
401,315800,1989JJ00,546.0,591.0,7.0,92.4,528.0,570.0,7.3,92.6,18.0,22.0,0.0,83.2
402,315800,1990JJ00,552.0,566.0,-4.2,97.5,536.0,546.0,-4.2,98.1,16.0,20.0,-5.6,78.3
403,315800,1991JJ00,504.0,533.0,-5.8,94.5,486.0,512.0,-6.3,95.0,18.0,23.0,12.5,78.3
404,315800,1992JJ00,497.0,532.0,-0.2,93.4,475.0,506.0,-1.0,93.8,22.0,28.0,22.2,78.3
405,315800,1993JJ00,497.0,531.0,-0.2,93.6,474.0,504.0,-0.4,94.0,23.0,29.0,4.5,78.3
406,315800,1994JJ00,542.0,530.0,-0.2,102.3,521.0,505.0,0.2,103.1,21.0,27.0,-8.7,78.3
407,315800,1995JJ00,612.0,599.0,13.1,102.1,590.0,574.0,13.6,102.8,22.0,27.0,0.0,82.0
408,315800,1996JJ00,615.0,611.0,2.0,100.6,600.0,592.0,3.1,101.4,15.0,20.0,-27.3,76.9
409,315800,1997JJ00,676.0,652.0,6.7,103.7,659.0,630.0,6.5,104.6,17.0,22.0,13.3,76.9
410,315800,1998JJ00,717.0,689.0,5.6,104.1,700.0,667.0,5.9,104.9,17.0,21.0,-5.9,81.7
411,315800,1999JJ00,698.0,675.0,-2.0,103.4,679.0,654.0,-2.0,103.8,19.0,21.0,0.0,91.3
412,315800,2000JJ00,729.0,697.0,3.3,104.5,707.0,674.0,3.1,104.8,22.0,23.0,10.5,95.7
413,315800,2001JJ00,691.0,680.0,-2.5,101.6,670.0,658.0,-2.4,101.8,21.0,22.0,-4.5,95.7
414,315800,2002JJ00,660.0,656.0,-3.5,100.5,635.0,633.0,-3.9,100.4,25.0,24.0,9.5,104.0
415,315800,2003JJ00,626.0,641.0,-2.4,97.7,602.0,619.0,-2.2,97.3,24.0,22.0,-8.0,108.5
416,315800,2004JJ00,620.0,640.0,-0.2,96.9,596.0,617.0,-0.3,96.7,24.0,23.0,4.2,104.2
417,315800,2005JJ00,654.0,654.0,2.3,100.0,630.0,630.0,2.2,100.0,24.0,24.0,4.2,100.0
418,315800,2006JJ00,723.0,683.0,4.4,105.9,699.0,657.0,4.3,106.4,24.0,26.0,8.3,92.3
419,315800,2007JJ00,840.0,715.0,4.7,117.5,815.0,689.0,4.9,118.3,25.0,26.0,0.0,96.2
420,315800,2008JJ00,791.0,676.0,-5.5,117.0,768.0,651.0,-5.5,118.0,23.0,25.0,-4.0,92.1
421,315800,2009JJ00,655.0,594.0,-12.1,110.3,631.0,570.0,-12.4,110.6,24.0,24.0,-4.3,100.5
422,315800,2010JJ00,676.0,596.0,0.3,113.5,651.0,573.0,0.5,113.6,25.0,23.0,-4.2,109.3
423,315800,2011JJ00,744.0,620.0,4.1,119.9,716.0,596.0,4.0,120.1,28.0,25.0,8.0,113.3
424,315800,2012JJ00,709.0,575.0,-7.3,123.2,680.0,550.0,-7.7,123.6,29.0,26.0,3.6,113.3
425,315810,1988JJ00,2791.0,2853.0,,97.8,2606.0,2604.0,,100.1,185.0,249.0,,74.3
426,315810,1989JJ00,3127.0,3021.0,5.9,103.5,2911.0,2738.0,5.1,106.3,216.0,289.0,16.2,74.7
427,315810,1990JJ00,3286.0,3196.0,5.8,102.8,3042.0,2888.0,5.5,105.3,244.0,319.0,10.2,76.5
428,315810,1991JJ00,3185.0,3213.0,0.5,99.1,2910.0,2874.0,-0.5,101.3,275.0,361.0,13.1,76.3
429,315810,1992JJ00,3111.0,3254.0,1.3,95.6,2821.0,2910.0,1.3,96.9,290.0,366.0,1.5,79.3
430,315810,1993JJ00,3072.0,3279.0,0.8,93.7,2801.0,2959.0,1.7,94.7,271.0,337.0,-7.9,80.5
431,315810,1994JJ00,3318.0,3422.0,4.4,97.0,3039.0,3091.0,4.5,98.3,279.0,348.0,3.3,80.2
432,315810,1995JJ00,3789.0,3499.0,2.3,108.3,3486.0,3147.0,1.8,110.8,303.0,373.0,7.2,81.2
433,315810,1996JJ00,3628.0,3637.0,3.9,99.8,3346.0,3296.0,4.8,101.5,282.0,352.0,-5.6,80.1
434,315810,1997JJ00,3796.0,3829.0,5.3,99.1,3505.0,3485.0,5.7,100.6,291.0,353.0,0.4,82.4
435,315810,1998JJ00,3901.0,3912.0,2.2,99.7,3614.0,3582.0,2.8,100.9,287.0,334.0,-5.5,86.0
436,315810,1999JJ00,3850.0,3876.0,-0.9,99.3,3601.0,3587.0,0.1,100.4,249.0,286.0,-14.3,87.0
437,315810,2000JJ00,4264.0,3979.0,2.6,107.2,4006.0,3680.0,2.6,108.9,258.0,296.0,3.6,87.0
438,315810,2001JJ00,4090.0,3820.0,-4.0,107.1,3819.0,3517.0,-4.4,108.6,271.0,305.0,2.7,89.0
439,315810,2002JJ00,3900.0,3759.0,-1.6,103.7,3618.0,3455.0,-1.8,104.7,282.0,307.0,0.7,91.9
440,315810,2003JJ00,3787.0,3673.0,-2.3,103.1,3503.0,3383.0,-2.1,103.6,284.0,292.0,-5.0,97.4
441,315810,2004JJ00,3747.0,3757.0,2.3,99.7,3477.0,3487.0,3.1,99.7,270.0,270.0,-7.4,100.0
442,315810,2005JJ00,3731.0,3731.0,-0.7,100.0,3475.0,3475.0,-0.3,100.0,256.0,256.0,-5.2,100.0
443,315810,2006JJ00,3795.0,3695.0,-1.0,102.7,3547.0,3448.0,-0.8,102.9,248.0,247.0,-3.5,100.4
444,315810,2007JJ00,4113.0,3811.0,3.1,107.9,3872.0,3570.0,3.6,108.4,241.0,240.0,-2.8,100.4
445,315810,2008JJ00,3913.0,3596.0,-5.6,108.8,3683.0,3370.0,-5.6,109.3,230.0,225.0,-6.2,102.2
446,315810,2009JJ00,3348.0,3213.0,-10.7,104.2,3120.0,2993.0,-11.2,104.2,228.0,220.0,-2.2,103.5
447,315810,2010JJ00,3692.0,3334.0,3.8,110.8,3449.0,3105.0,3.7,111.1,243.0,230.0,4.4,105.7
448,315810,2011JJ00,3828.0,3273.0,-1.8,117.0,3573.0,3036.0,-2.2,117.7,255.0,238.0,3.7,107.0
449,315810,2012JJ00,3771.0,3228.0,-1.4,116.8,3506.0,2984.0,-1.7,117.5,265.0,246.0,3.1,107.8
450,317100,1988JJ00,1216.0,1232.0,,98.7,1161.0,1166.0,,99.6,55.0,67.0,,82.3
451,317100,1989JJ00,1372.0,1304.0,5.8,105.2,1302.0,1222.0,4.8,106.5,70.0,85.0,27.3,82.3
452,317100,1990JJ00,1447.0,1415.0,8.5,102.3,1374.0,1329.0,8.7,103.4,73.0,89.0,4.3,82.3
453,317100,1991JJ00,1335.0,1396.0,-1.3,95.6,1257.0,1304.0,-1.8,96.4,78.0,96.0,8.2,81.3
454,317100,1992JJ00,1331.0,1456.0,4.3,91.4,1255.0,1368.0,4.9,91.8,76.0,91.0,-5.1,83.5
455,317100,1993JJ00,1415.0,1529.0,5.0,92.6,1340.0,1442.0,5.4,92.9,75.0,90.0,-1.3,83.5
456,317100,1994JJ00,1587.0,1666.0,9.0,95.3,1506.0,1571.0,9.0,95.9,81.0,98.0,9.3,82.5
