ID,ConsumptieveBestedingen,Perioden,Indexcijfer_1,Volumemutaties_2,VolumemutatiesKoopdaggecorrigeerd_3,Indexcijfers_4,Waardemutaties_5,Prijsmutaties_6
3182,A047829,2016MM07,105.0,-1.0,,98.8,-5.9,-4.9
3183,A047829,2016MM08,95.4,-1.0,,90.4,-5.0,-4.0
3184,A047829,2016MM09,104.4,2.6,,97.4,-2.6,-5.1
3185,A047829,2016KW03,101.6,0.2,,95.5,-4.5,-4.7
3186,A047829,2016MM10,89.4,-0.7,,83.0,-9.3,-8.7
3187,A047829,2016MM11,94.6,2.2,,88.2,-4.6,-6.7
3188,A047829,2016MM12,111.5,0.1,,103.3,-7.5,-7.6
3189,A047829,2016KW04,98.5,0.5,,91.5,-7.1,-7.6
3190,A047829,2017MM01,119.0,8.7,,117.0,1.8,-6.4
3191,A047829,2017MM02,94.7,4.5,,91.9,-2.6,-6.8
3192,A047829,2017MM03,99.9,5.7,,97.7,-0.3,-5.7
3193,A047829,2017KW01,104.5,6.5,,102.2,-0.2,-6.3
3194,A047829,2017MM04,100.5,2.0,,93.7,-1.9,-3.8
3195,A047829,2017MM05,114.6,11.7,,106.1,6.8,-4.4
3196,A047829,2017MM06,117.4,4.4,,107.5,0.8,-3.4
3197,A047829,2017KW02,110.8,6.0,,102.4,1.9,-3.9
3198,A047829,2017MM07,116.7,11.1,,105.4,6.6,-4.0
3199,A047829,2017MM08,104.4,9.5,,94.1,4.1,-4.9
3200,A047829,2017MM09,114.4,9.6,,104.6,7.5,-1.9
3201,A047829,2017KW03,111.9,10.1,,101.4,6.1,-3.6
3202,A047829,2017MM10,87.9,-1.7,,80.6,-2.9,-1.2
3203,A047829,2017MM11,100.6,6.3,,91.7,3.9,-2.2
3204,A047829,2017MM12,109.6,-1.8,,99.2,-3.9,-2.2
3205,A047829,2017KW04,99.4,0.8,,90.5,-1.1,-1.9
3206,A047829,2018MM01,127.4,7.1,,120.6,3.1,-3.7
3207,A047829,2018MM02,97.8,3.3,,91.2,-0.8,-3.9
3208,A047829,2018MM03,109.5,9.5,,102.3,4.7,-4.4
3209,A047829,2018KW01,111.6,6.7,,104.7,2.5,-4.0
3210,A047829,2018MM04,104.2,3.7,,95.6,2.1,-1.5
3211,A047829,2018MM05,121.6,6.1,,109.0,2.7,-3.2
3212,A047829,2018MM06,128.1,9.1,,113.5,5.5,-3.3
3213,A047829,2018KW02,117.9,6.4,,106.0,3.5,-2.7
3214,A047829,2018MM07,120.3,3.1,,106.1,0.7,-2.3
3215,A047829,2018MM08,112.5,7.7,,98.7,4.8,-2.7
3216,A047829,2018MM09,116.9,2.1,,103.8,-0.8,-2.9
3217,A047829,2018KW03,116.6,4.2,,102.9,1.5,-2.6
3218,A047829,2018MM10,97.2,10.6,,83.9,4.0,-5.9
3219,A047829,2018MM11,113.0,12.3,,97.4,6.3,-5.4
3220,A047829,2018MM12,114.6,4.6,,98.0,-1.2,-5.5
3221,A047829,2018KW04,108.3,9.0,,93.1,2.9,-5.6
3222,A047829,2019MM01,137.1,7.6,,123.1,2.1,-5.1
3223,A047829,2019MM02,107.1,9.5,,96.3,5.6,-3.6
3224,A047829,2019MM03,117.9,7.7,,106.3,3.9,-3.6
3225,A047829,2019KW01,120.7,8.2,,108.6,3.7,-4.2
3226,A047829,2019MM04,113.3,8.8,,101.4,6.0,-2.6
3227,A047829,2019MM05,136.6,12.3,,119.6,9.7,-2.3
3228,A047829,2019MM06,130.8,2.2,,113.7,0.2,-1.9
3229,A047829,2019KW02,126.9,7.6,,111.5,5.2,-2.2
3230,A047829,2019MM07,124.3,3.3,,107.2,1.1,-2.1
3231,A047829,2019MM08,114.2,1.5,,96.9,-1.8,-3.3
3232,A047829,2019MM09,124.3,6.3,,105.6,1.7,-4.4
3233,A047829,2019KW03,120.9,3.7,,103.2,0.4,-3.2
3234,A047829,2019MM10,102.7,5.6,,87.4,4.2,-1.3
3235,A047829,2019MM11,112.3,-0.6,,97.3,-0.1,0.5
3236,A047829,2019MM12,122.9,7.2,,104.0,6.1,-1.0
3237,A047829,2019KW04,112.6,4.0,,96.2,3.4,-0.6
3238,A047829,2020MM01,140.1,2.2,,123.9,0.7,-1.5
3239,A047829,2020MM02,117.4,9.6,,102.7,6.7,-2.7
3240,A047829,2020MM03,127.6,8.2,,115.0,8.2,0.0
3241,A047829,2020KW01,128.3,6.3,,113.9,4.9,-1.3
3242,A047829,2020MM04,127.1,12.1,,114.3,12.8,0.6
3243,A047829,2020MM05,148.9,9.1,,135.2,13.1,3.7
3244,A047829,2020MM06,150.5,15.1,,135.3,19.0,3.4
3245,A047829,2020KW02,142.2,12.0,,128.3,15.0,2.6
3246,A047829,2020MM07,137.1,10.3,,120.0,11.9,1.4
3247,A047829,2020MM08,122.7,7.4,,105.8,9.2,1.7
3248,A047829,2020MM09,134.8,8.4,,116.0,9.9,1.3
3249,A047829,2020KW03,131.5,8.8,,113.9,10.4,1.5
3250,A047829,2020MM10,115.1,12.1,,101.0,15.6,3.1
3251,A047829,2020MM11,133.5,18.8,,117.6,20.8,1.7
3252,A047829,2020MM12,110.8,-9.8,,98.3,-5.5,4.7
3253,A047829,2020KW04,119.8,6.4,,105.6,9.7,3.2
3254,A047829,2020JJ00,130.5,8.4,,115.4,10.0,1.5
3255,A047829,2021MM01,121.8,-13.1,,111.6,-9.9,3.6
3256,A047829,2021MM02,112.2,-4.3,,102.2,-0.5,4.0
3257,A047829,2021MM03,139.1,9.0,,127.5,10.9,1.7
3258,A047829,2021KW01,124.4,-3.1,,113.8,-0.1,3.1
3259,A047829,2021MM04,133.2,4.8,,123.0,7.5,2.6
3260,A047829,2021MM05,163.8,10.0,,149.5,10.6,0.5
3261,A047829,2021MM06,163.3,8.5,,149.3,10.4,1.7
3262,A047829,2021KW02,153.4,7.9,,140.6,9.6,1.6
3263,A047829,2021MM07,145.8,6.3,,130.3,8.6,2.1
3264,A047829,2021MM08,127.3,3.8,,112.5,6.3,2.5
3265,A047829,2021MM09,146.1,8.4,,129.8,11.9,3.2
3266,A047829,2021KW03,139.7,6.3,,124.2,9.0,2.6
3267,A047829,2021MM10,121.2,5.3,,108.4,7.3,1.9
3268,A047829,2021MM11,135.8,1.7,,122.2,4.0,2.2
3269,A047829,2021MM12,123.3,11.3,,111.4,13.4,1.9
3270,A047829,2021KW04,126.8,5.8,,114.0,8.0,2.0
3271,A047829,2021JJ00,136.1,4.3,,123.1,6.7,2.3
3272,A047829,2022MM01,149.6,22.9,,139.1,24.6,1.4
3273,A047829,2022MM02,135.1,20.3,,124.0,21.4,0.9
3274,A047829,2022MM03,146.6,5.4,,135.8,6.5,1.1
3275,A047829,2022KW01,143.8,15.6,,133.0,16.9,1.1
3276,A047829,2022MM04,142.8,7.2,,131.7,7.1,-0.2
3277,A047829,2022MM05,156.4,-4.5,,142.7,-4.5,0.0
3278,A047829,2022MM06,153.3,-6.1,,140.4,-6.0,0.2
3279,A047829,2022KW02,150.8,-1.7,,138.3,-1.7,0.0
3280,A047829,2022MM07,144.6,-0.8,,128.9,-1.1,-0.2
3281,A047829,2022MM08,125.6,-1.3,,111.8,-0.6,0.7
3282,A047829,2022MM09,147.1,0.7,,134.2,3.4,2.7
3283,A047829,2022KW03,139.1,-0.5,,125.0,0.6,1.1
3284,A047829,2022MM10,117.2,-3.3,,108.5,0.1,3.5
3285,A047829,2022MM11,140.0,3.1,,127.6,4.4,1.2
3286,A047829,2022MM12,130.1,5.5,,120.0,7.7,2.1
3287,A047829,2022KW04,129.1,1.8,,118.7,4.1,2.2
3288,A047829,2022JJ00,140.7,3.4,,128.7,4.5,1.1
3289,A047829,2023MM01,159.0,6.3,,150.9,8.5,2.0
3290,A047829,2023MM02,134.4,-0.5,,129.2,4.1,4.6
3291,A047829,2023MM03,145.6,-0.7,,141.2,3.9,4.6
3292,A047829,2023KW01,146.4,1.8,,140.4,5.6,3.7
3293,A047829,2023MM04,133.5,-6.5,,129.9,-1.3,5.5
3294,A047829,2023MM05,151.8,-2.9,,145.8,2.1,5.2
3295,A047829,2023MM06,154.7,0.9,,146.8,4.6,3.6
3296,A047829,2023KW02,146.7,-2.8,,140.8,1.9,4.7
3297,A047829,2023MM07,139.7,-3.3,,129.9,0.8,4.3
3298,A047829,2023MM08,123.2,-1.9,,114.7,2.6,4.6
3299,A047829,2023MM09,145.6,-1.0,,136.0,1.3,2.4
3300,A047829,2023KW03,136.2,-2.1,,126.9,1.5,3.7
3301,A047829,2023MM10,117.0,-0.1,,110.0,1.4,1.6
3302,A047829,2023MM11,142.6,1.8,,131.4,3.0,1.1
3303,A047829,2023MM12,126.3,-2.9,,118.2,-1.5,1.4
3304,A047829,2023KW04,128.6,-0.4,,119.9,1.0,1.4
3305,A047829,2023JJ00,139.5,-0.9,,132.0,2.5,3.4
3306,A047829,2024MM01,150.3,-5.5,,145.1,-3.9,1.7
3307,A047829,2024MM02,142.4,5.9,,135.7,5.0,-0.8
3308,A047829,2024MM03,149.2,2.4,,141.1,-0.1,-2.4
3309,A047829,2024KW01,147.3,0.6,,140.6,0.1,-0.5
3310,A047829,2024MM04,144.2,8.0,,137.0,5.4,-2.4
3311,A047829,2024MM05,166.0,9.3,,156.3,7.2,-1.9
3312,A047830,2000JJ00,140.0,-1.3,,108.8,1.3,2.7
3313,A047830,2001JJ00,132.5,-5.4,,106.7,-1.9,3.6
3314,A047830,2002JJ00,140.5,6.0,,116.2,8.9,2.7
3315,A047830,2003JJ00,135.4,-3.6,,114.3,-1.7,2.0
3316,A047830,2004JJ00,131.6,-2.8,,112.8,-1.3,1.6
3317,A047830,2005JJ00,128.7,-2.2,,112.6,-0.3,2.0
3318,A047830,2006JJ00,129.8,0.9,,115.0,2.1,1.2
3319,A047830,2007JJ00,130.2,0.3,,117.0,1.8,1.5
3320,A047830,2008JJ00,131.1,0.7,,117.5,0.5,-0.3
3321,A047830,2009JJ00,118.2,-9.9,,106.6,-9.3,0.7
3322,A047830,2010JJ00,123.9,4.8,,113.8,6.7,1.8
3323,A047830,2011JJ00,123.2,-0.5,,113.4,-0.3,0.2
3324,A047830,2012JJ00,103.4,-16.1,,96.5,-14.9,1.4
3325,A047830,2013JJ00,92.9,-10.2,,89.9,-6.9,3.7
3326,A047830,2014JJ00,95.5,2.8,,93.5,4.1,1.2
3327,A047830,2015JJ00,100.0,4.7,,100.0,6.9,2.1
3328,A047830,2016JJ00,97.2,-2.8,,98.7,-1.3,1.5
3329,A047830,2017JJ00,96.2,-1.0,,99.5,0.8,1.8
3330,A047830,2018JJ00,109.2,13.6,,114.3,14.9,1.2
3331,A047830,2019JJ00,109.0,-0.2,,114.5,0.2,0.5
3332,A047830,2000MM01,228.6,0.8,,175.3,3.4,2.6
3333,A047830,2000MM02,163.4,7.6,,120.0,10.5,2.7
3334,A047830,2000MM03,195.2,4.8,,140.4,7.6,2.6
3335,A047830,2000KW01,195.8,4.0,,145.2,6.6,2.6
3336,A047830,2000MM04,143.1,-5.8,,114.7,-3.2,2.8
3337,A047830,2000MM05,137.9,-1.1,,109.3,2.1,3.2
3338,A047830,2000MM06,129.2,-13.5,,104.9,-11.1,2.9
3339,A047830,2000KW02,136.7,-6.9,,109.6,-4.3,2.9
3340,A047830,2000MM07,132.3,-17.0,,98.8,-15.5,1.9
3341,A047830,2000MM08,123.6,4.3,,93.9,6.6,2.2
3342,A047830,2000MM09,111.4,-10.2,,85.9,-8.1,2.4
3343,A047830,2000KW03,122.4,-8.6,,92.9,-6.6,2.2
3344,A047830,2000MM10,117.5,-5.0,,101.7,-1.8,3.4
3345,A047830,2000MM11,109.9,3.1,,96.1,7.0,3.7
3346,A047830,2000MM12,87.5,37.4,,65.0,44.3,5.1
3347,A047830,2000KW04,105.0,7.1,,87.6,10.2,2.9
3348,A047830,2001MM01,185.1,-19.0,,147.1,-16.1,3.6
3349,A047830,2001MM02,129.9,-20.5,,99.0,-17.5,3.8
3350,A047830,2001MM03,171.1,-12.3,,128.0,-8.8,4.1
3351,A047830,2001KW01,162.1,-17.2,,124.7,-14.1,3.7
3352,A047830,2001MM04,125.6,-12.3,,104.4,-8.9,3.8
3353,A047830,2001MM05,131.0,-5.0,,107.8,-1.3,3.9
3354,A047830,2001MM06,133.2,3.1,,112.2,6.9,3.7
3355,A047830,2001KW02,129.9,-5.0,,108.2,-1.3,3.8
3356,A047830,2001MM07,148.1,11.9,,114.5,15.9,3.6
3357,A047830,2001MM08,126.9,2.7,,99.5,5.9,3.1
3358,A047830,2001MM09,115.6,3.7,,91.9,6.9,3.1
3359,A047830,2001KW03,130.2,6.3,,102.0,9.8,3.2
3360,A047830,2001MM10,136.2,15.9,,118.5,16.6,0.6
3361,A047830,2001MM11,128.8,17.2,,113.5,18.0,0.7
3362,A047830,2001MM12,58.1,-33.5,,44.1,-32.1,2.2
3363,A047830,2001KW04,107.7,2.6,,92.0,5.1,2.4
3364,A047830,2002MM01,206.1,11.4,,167.0,13.5,2.0
3365,A047830,2002MM02,139.3,7.2,,108.6,9.7,2.3
3366,A047830,2002MM03,170.9,-0.1,,130.7,2.1,2.2
3367,A047830,2002KW01,172.1,6.2,,135.4,8.6,2.2
3368,A047830,2002MM04,138.4,10.2,,118.9,13.9,3.3
3369,A047830,2002MM05,133.6,1.9,,112.9,4.7,2.7
3370,A047830,2002MM06,140.9,5.8,,121.8,8.6,2.6
3371,A047830,2002KW02,137.6,5.9,,117.9,9.0,2.9
3372,A047830,2002MM07,148.6,0.4,,118.2,3.2,2.8
3373,A047830,2002MM08,128.1,0.9,,103.7,4.2,3.3
3374,A047830,2002MM09,127.0,9.8,,104.7,13.9,3.7
3375,A047830,2002KW03,134.6,3.3,,108.9,6.8,3.3
3376,A047830,2002MM10,133.2,-2.2,,120.3,1.5,3.8
3377,A047830,2002MM11,125.9,-2.2,,114.6,1.0,3.3
3378,A047830,2002MM12,93.4,60.6,,73.1,65.6,3.1
3379,A047830,2002KW04,117.5,9.1,,102.7,11.6,2.2
3380,A047830,2003MM01,195.2,-5.3,,162.4,-2.8,2.7
3381,A047830,2003MM02,130.2,-6.5,,104.1,-4.2,2.5
3382,A047830,2003MM03,166.2,-2.8,,129.7,-0.7,2.1
3383,A047830,2003KW01,163.9,-4.8,,132.1,-2.5,2.4
3384,A047830,2003MM04,136.9,-1.1,,120.8,1.6,2.7
3385,A047830,2003MM05,141.3,5.8,,122.5,8.5,2.5
3386,A047830,2003MM06,140.4,-0.4,,124.4,2.2,2.6
3387,A047830,2003KW02,139.5,1.4,,122.6,4.0,2.6
3388,A047830,2003MM07,143.6,-3.4,,116.3,-1.6,1.8
3389,A047830,2003MM08,127.3,-0.7,,105.0,1.3,1.9
3390,A047830,2003MM09,129.8,2.2,,108.0,3.2,0.9
3391,A047830,2003KW03,133.5,-0.8,,109.7,0.8,1.6
3392,A047830,2003MM10,126.4,-5.1,,114.8,-4.6,0.5
3393,A047830,2003MM11,121.1,-3.8,,111.3,-2.9,1.0
3394,A047830,2003MM12,66.4,-29.0,,52.1,-28.8,0.3
3395,A047830,2003KW04,104.6,-11.0,,92.7,-9.7,1.4
3396,A047830,2004MM01,204.4,4.7,,171.8,5.8,1.0
3397,A047830,2004MM02,131.4,0.9,,106.9,2.6,1.8
3398,A047830,2004MM03,165.3,-0.5,,131.0,1.0,1.5
3399,A047830,2004KW01,167.0,1.9,,136.5,3.4,1.4
3400,A047830,2004MM04,132.9,-2.9,,118.6,-1.9,1.1
3401,A047830,2004MM05,121.9,-13.8,,107.5,-12.2,1.8
3402,A047830,2004MM06,137.8,-1.9,,123.7,-0.6,1.3
3403,A047830,2004KW02,130.9,-6.2,,116.6,-4.9,1.4
3404,A047830,2004MM07,138.5,-3.5,,113.9,-2.0,1.6
3405,A047830,2004MM08,114.4,-10.1,,95.6,-9.0,1.3
3406,A047830,2004MM09,122.8,-5.4,,103.6,-4.1,1.4
3407,A047830,2004KW03,125.2,-6.2,,104.4,-4.9,1.4
3408,A047830,2004MM10,124.3,-1.7,,116.0,1.1,2.8
3409,A047830,2004MM11,115.2,-4.9,,109.3,-1.8,3.2
3410,A047830,2004MM12,70.1,5.7,,56.3,8.1,2.3
3411,A047830,2004KW04,103.2,-1.4,,93.9,1.3,2.6
3412,A047830,2005MM01,202.5,-0.9,,172.6,0.5,1.4
3413,A047830,2005MM02,112.4,-14.5,,92.2,-13.7,0.9
3414,A047830,2005MM03,157.2,-4.9,,126.8,-3.2,1.8
3415,A047830,2005KW01,157.4,-5.8,,130.5,-4.4,1.5
3416,A047830,2005MM04,134.0,0.8,,121.8,2.7,1.9
3417,A047830,2005MM05,120.9,-0.8,,108.3,0.7,1.6
3418,A047830,2005MM06,134.5,-2.4,,123.1,-0.4,2.0
3419,A047830,2005KW02,129.8,-0.8,,117.7,1.0,1.8
3420,A047830,2005MM07,137.0,-1.1,,115.6,1.5,2.6
3421,A047830,2005MM08,114.9,0.5,,98.6,3.2,2.7
3422,A047830,2005MM09,126.9,3.3,,110.1,6.3,2.9
3423,A047830,2005KW03,126.3,0.8,,108.1,3.6,2.8
3424,A047830,2005MM10,124.2,0.0,,117.8,1.5,1.5
3425,A047830,2005MM11,117.9,2.3,,113.3,3.7,1.3
3426,A047830,2005MM12,61.4,-12.4,,50.4,-10.6,2.1
3427,A047830,2005KW04,101.2,-2.0,,93.8,-0.1,1.9
3428,A047830,2006MM01,192.6,-4.9,,167.4,-3.0,2.0
3429,A047830,2006MM02,130.2,15.8,,108.7,17.8,1.7
3430,A047830,2006MM03,170.9,8.7,,140.0,10.4,1.5
3431,A047830,2006KW01,164.5,4.6,,138.7,6.2,1.6
3432,A047830,2006MM04,121.5,-9.4,,112.8,-7.4,2.2
3433,A047830,2006MM05,126.8,4.9,,115.7,6.9,1.9
3434,A047830,2006MM06,139.7,3.9,,130.7,6.2,2.2
3435,A047830,2006KW02,129.3,-0.4,,119.8,1.7,2.1
3436,A047830,2006MM07,135.5,-1.1,,115.0,-0.6,0.5
3437,A047830,2006MM08,115.1,0.2,,99.0,0.3,0.2
3438,A047830,2006MM09,122.7,-3.2,,107.0,-2.8,0.4
3439,A047830,2006KW03,124.4,-1.4,,107.0,-1.1,0.4
3440,A047830,2006MM10,120.8,-2.8,,115.7,-1.7,1.1
3441,A047830,2006MM11,114.7,-2.8,,111.7,-1.4,1.4
3442,A047830,2006MM12,67.1,9.3,,55.8,10.9,1.5
3443,A047830,2006KW04,100.9,-0.3,,94.4,0.7,1.0
3444,A047830,2007MM01,191.1,-0.7,,165.8,-0.9,-0.2
3445,A047830,2007MM02,129.7,-0.4,,108.3,-0.3,0.0
3446,A047830,2007MM03,167.0,-2.3,,137.5,-1.8,0.5
3447,A047830,2007KW01,162.6,-1.2,,137.2,-1.1,0.1
3448,A047830,2007MM04,120.4,-0.9,,113.4,0.6,1.4
3449,A047830,2007MM05,124.1,-2.1,,115.6,-0.1,2.1
3450,A047830,2007MM06,137.5,-1.6,,130.9,0.1,1.7
3451,A047830,2007KW02,127.3,-1.5,,120.0,0.2,1.8
3452,A047830,2007MM07,130.5,-3.7,,113.7,-1.1,2.7
3453,A047830,2007MM08,123.7,7.5,,109.2,10.3,2.7
3454,A047830,2007MM09,117.9,-3.9,,104.9,-1.9,2.1
3455,A047830,2007KW03,124.0,-0.3,,109.3,2.2,2.5
3456,A047830,2007MM10,134.9,11.7,,131.1,13.3,1.5
3457,A047830,2007MM11,117.0,2.1,,115.8,3.7,1.5
3458,A047830,2007MM12,68.1,1.5,,57.4,2.7,1.2
3459,A047830,2007KW04,106.7,5.8,,101.4,7.4,1.6
3460,A047830,2008MM01,177.8,-7.0,,154.8,-6.6,0.4
3461,A047830,2008MM02,153.9,18.7,,128.1,18.2,-0.4
3462,A047830,2008MM03,151.6,-9.2,,124.4,-9.5,-0.3
3463,A047830,2008KW01,161.1,-0.9,,135.8,-1.0,-0.1
3464,A047830,2008MM04,130.5,8.3,,122.5,8.0,-0.3
3465,A047830,2008MM05,135.1,8.8,,125.2,8.3,-0.5
3466,A047830,2008MM06,135.9,-1.2,,128.5,-1.8,-0.7
3467,A047830,2008KW02,133.8,5.1,,125.4,4.5,-0.5
3468,A047830,2008MM07,144.2,10.5,,125.1,10.0,-0.4
3469,A047830,2008MM08,127.4,2.9,,111.5,2.1,-0.8
3470,A047830,2008MM09,123.9,5.1,,109.4,4.2,-0.9
3471,A047830,2008KW03,131.8,6.3,,115.3,5.5,-0.7
3472,A047830,2008MM10,128.6,-4.7,,126.2,-3.8,0.9
3473,A047830,2008MM11,101.6,-13.2,,100.9,-12.9,0.3
3474,A047830,2008MM12,62.8,-7.7,,53.7,-6.4,1.4
3475,A047830,2008KW04,97.7,-8.4,,93.6,-7.7,0.8
3476,A047830,2009MM01,157.8,-11.2,,136.1,-12.1,-1.0
3477,A047830,2009MM02,112.1,-27.2,,93.5,-27.0,0.2
3478,A047830,2009MM03,131.7,-13.1,,108.7,-12.6,0.6
3479,A047830,2009KW01,133.9,-16.9,,112.8,-16.9,-0.1
3480,A047830,2009MM04,113.9,-12.7,,106.5,-13.1,-0.4
3481,A047830,2009MM05,111.8,-17.3,,103.8,-17.1,0.2
3482,A047830,2009MM06,126.4,-7.0,,119.3,-7.1,-0.2
3483,A047830,2009KW02,117.3,-12.3,,109.9,-12.4,-0.1
3484,A047830,2009MM07,132.4,-8.2,,116.0,-7.3,1.0
3485,A047830,2009MM08,110.4,-13.3,,97.8,-12.3,1.1
3486,A047830,2009MM09,127.6,2.9,,113.5,3.8,0.8
3487,A047830,2009KW03,123.5,-6.3,,109.1,-5.4,1.0
3488,A047830,2009MM10,128.7,0.1,,126.5,0.2,0.1
3489,A047830,2009MM11,108.0,6.3,,107.7,6.8,0.4
3490,A047830,2009MM12,57.4,-8.6,,50.3,-6.3,2.6
3491,A047830,2009KW04,98.0,0.4,,94.8,1.3,0.9
3492,A047830,2010MM01,161.1,2.1,,141.3,3.8,1.7
3493,A047830,2010MM02,109.6,-2.2,,93.3,-0.2,2.1
3494,A047830,2010MM03,149.0,13.2,,125.9,15.8,2.3
3495,A047830,2010KW01,139.9,4.5,,120.2,6.6,2.0
3496,A047830,2010MM04,121.4,6.6,,115.8,8.8,2.0
3497,A047830,2010MM05,113.2,1.3,,107.4,3.5,2.1
3498,A047830,2010MM06,138.9,9.9,,134.2,12.5,2.4
3499,A047830,2010KW02,124.5,6.1,,119.1,8.4,2.2
3500,A047830,2010MM07,127.5,-3.7,,113.0,-2.6,1.2
3501,A047830,2010MM08,118.5,7.3,,105.7,8.2,0.8
3502,A047830,2010MM09,136.5,7.0,,121.9,7.4,0.4
3503,A047830,2010KW03,127.5,3.3,,113.5,4.1,0.8
3504,A047830,2010MM10,132.4,2.8,,132.6,4.8,2.0
3505,A047830,2010MM11,114.8,6.3,,116.7,8.4,2.0
3506,A047830,2010MM12,63.5,10.6,,57.2,13.6,2.8
3507,A047830,2010KW04,103.5,5.6,,102.2,7.7,2.0
3508,A047830,2011MM01,181.0,12.3,,155.0,9.7,-2.3
3509,A047830,2011MM02,121.2,10.6,,102.8,10.1,-0.4
3510,A047830,2011MM03,150.5,1.0,,126.7,0.7,-0.3
3511,A047830,2011KW01,150.9,7.8,,128.2,6.7,-1.1
3512,A047830,2011MM04,123.5,1.7,,119.8,3.4,1.7
3513,A047830,2011MM05,128.7,13.7,,125.2,16.5,2.5
3514,A047830,2011MM06,130.5,-6.1,,124.6,-7.2,-1.2
3515,A047830,2011KW02,127.5,2.4,,123.2,3.4,0.9
3516,A047830,2011MM07,121.2,-5.0,,106.7,-5.6,-0.6
3517,A047830,2011MM08,108.7,-8.3,,99.1,-6.3,2.2
3518,A047830,2011MM09,122.0,-10.6,,108.4,-11.0,-0.5
3519,A047830,2011KW03,117.3,-8.0,,104.8,-7.7,0.3
3520,A047830,2011MM10,113.6,-14.2,,116.1,-12.4,2.1
3521,A047830,2011MM11,108.3,-5.6,,112.4,-3.7,2.1
3522,A047830,2011MM12,69.7,9.8,,63.9,11.7,1.8
3523,A047830,2011KW04,97.2,-6.1,,97.5,-4.6,1.6
3524,A047830,2012MM01,151.4,-16.3,,131.5,-15.2,1.3
3525,A047830,2012MM02,100.5,-17.1,,85.1,-17.2,-0.2
3526,A047830,2012MM03,136.2,-9.5,,114.9,-9.4,0.2
3527,A047830,2012KW01,129.4,-14.3,,110.5,-13.8,0.5
3528,A047830,2012MM04,99.6,-19.4,,99.4,-17.0,2.9
3529,A047830,2012MM05,109.7,-14.8,,106.8,-14.7,0.1
3530,A047830,2012MM06,139.1,6.6,,132.7,6.5,-0.1
3531,A047830,2012KW02,116.1,-9.0,,113.0,-8.3,0.7
3532,A047830,2012MM07,93.7,-22.7,,86.1,-19.3,4.3
3533,A047830,2012MM08,96.2,-11.5,,86.9,-12.3,-0.9
3534,A047830,2012MM09,102.3,-16.1,,91.3,-15.8,0.4
3535,A047830,2012KW03,97.4,-17.0,,88.1,-15.9,1.3
3536,A047830,2012MM10,77.5,-31.8,,82.2,-29.2,3.7
3537,A047830,2012MM11,79.8,-26.4,,84.7,-24.7,2.3
3538,A047830,2012MM12,55.1,-20.9,,56.7,-11.3,12.1
3539,A047830,2012KW04,70.8,-27.2,,74.5,-23.6,5.0
3540,A047830,2013MM01,119.3,-21.2,,111.1,-15.5,7.2
3541,A047830,2013MM02,81.1,-19.3,,73.6,-13.5,7.2
3542,A047830,2013MM03,104.5,-23.2,,97.3,-15.3,10.4
3543,A047830,2013KW01,101.7,-21.4,,94.0,-14.9,8.3
3544,A047830,2013MM04,85.5,-14.2,,87.0,-12.4,2.0
3545,A047830,2013MM05,85.5,-22.0,,86.0,-19.5,3.2
3546,A047830,2013MM06,95.7,-31.2,,97.2,-26.8,6.5
3547,A047830,2013KW02,88.9,-23.4,,90.1,-20.3,4.1
3548,A047830,2013MM07,90.0,-3.9,,84.0,-2.4,1.5
3549,A047830,2013MM08,85.4,-11.2,,80.1,-7.8,3.9
3550,A047830,2013MM09,89.8,-12.3,,84.3,-7.7,5.2
3551,A047830,2013KW03,88.4,-9.2,,82.8,-6.0,3.6
3552,A047830,2013MM10,96.3,24.2,,93.8,14.2,-8.1
3553,A047830,2013MM11,98.5,23.5,,101.8,20.2,-2.7
3554,A047830,2013MM12,83.1,50.6,,82.5,45.6,-3.4
3555,A047830,2013KW04,92.6,30.8,,92.7,24.4,-4.9
3556,A047830,2014MM01,125.2,4.9,,119.2,7.3,2.3
3557,A047830,2014MM02,90.8,11.9,,86.4,17.4,4.9
3558,A047830,2014MM03,103.0,-1.4,,98.0,0.6,2.1
3559,A047830,2014KW01,106.3,4.6,,101.2,7.7,2.9
3560,A047830,2014MM04,91.7,7.3,,93.3,7.2,-0.1
3561,A047830,2014MM05,97.8,14.3,,99.5,15.7,1.2
3562,A047830,2014MM06,98.6,3.0,,99.9,2.8,-0.2
3563,A047830,2014KW02,96.0,8.0,,97.6,8.3,0.3
3564,A047830,2014MM07,93.6,4.0,,86.6,3.1,-0.9
3565,A047830,2014MM08,84.0,-1.6,,78.3,-2.3,-0.7
3566,A047830,2014MM09,92.0,2.5,,85.4,1.4,-1.1
3567,A047830,2014KW03,89.9,1.7,,83.4,0.8,-0.9
3568,A047830,2014MM10,102.1,6.1,,104.4,11.2,4.9
3569,A047830,2014MM11,92.8,-5.8,,94.9,-6.7,-1.0
3570,A047830,2014MM12,74.8,-10.0,,76.6,-7.1,3.2
3571,A047830,2014KW04,89.9,-2.9,,92.0,-0.8,2.2
3572,A047830,2015MM01,131.9,5.3,,126.8,6.4,1.0
3573,A047830,2015MM02,91.3,0.6,,87.4,1.1,0.5
3574,A047830,2015MM03,104.6,1.5,,99.5,1.6,0.1
3575,A047830,2015KW01,109.2,2.7,,104.6,3.3,0.6
3576,A047830,2015MM04,95.0,3.5,,97.8,4.9,1.3
